1723	688	688
1724	689	688
1729	688	689
1730	688	362
1732	688	688
1732	688	395
1732	395	87
1733	688	688
1733	688	688
1733	688	689
1733	689	674
1734	688	688
1734	688	650
1734	650	315
1736	689	187
1736	187	316
1736	316	409
1736	409	688
1737	688	688
1737	688	688
1737	688	689
1737	689	346
1737	346	315
1737	315	104
1737	104	434
1737	434	361
1737	361	110
1737	110	396
1737	396	109
1737	109	690
1737	690	440
1737	440	971
1740	690	650
1753	316	421
1753	421	690
1753	690	316
1753	316	109
1754	688	690
1806	109	187
1806	187	440
1806	440	693
1806	693	690
1806	690	690
1813	395	315
1826	101	442
1826	442	330
1826	330	690
1826	690	690
1826	690	690
1826	690	690
1826	690	977
1826	977	690
1837	395	518
1857	39	701
1857	701	139
1857	139	701
1858	120	344
1859	362	409
1859	409	318
1859	318	409
1859	409	409
1859	409	409
1859	409	690
1859	690	690
1859	690	409
1859	409	409
1933	674	690
1933	690	690
1934	409	690
1934	690	690
1934	690	690
1944	455	690
1944	690	690
1954	971	440
1966	690	690
1966	690	690
1967	971	690
1967	690	690
1971	518	690
2001	396	315
2001	315	111
2001	111	109
2011	104	442
2011	442	453
2012	529	528
2016	482	690
2016	690	396
2016	396	409
2030	395	423
2030	423	396
2030	396	690
2068	372	688
2241	102	690
2241	690	690
2256	120	121
2256	121	440
2256	440	690
2268	442	123
2270	408	110
2275	408	442
2279	971	994
3252	126	344
3653	119	119
3701	316	107
3701	107	109
3701	109	442
3701	442	362
3701	362	409
3702	409	408
3702	408	396
3702	396	409
3702	409	442
3707	440	442
5001	371	100
5001	100	100
5018	395	690
5018	690	690
5018	690	119
5018	119	975
5018	975	516
5027	47	78
5037	408	408
5048	395	395
5048	395	395
5060	975	975
5061	975	975
5061	975	690
5061	690	690
5062	118	409
5062	409	690
5062	690	690
5071	104	104
5071	104	104
5071	104	104
5081	900	449
5081	449	690
5081	690	690
5081	690	690
5081	690	690
5093	971	972
5133	80	80
5205	456	409
5205	409	409
5205	409	409
5205	409	409
5205	409	362
5242	121	927
5242	927	817
5269	158	322
5280	971	971
5280	971	971
5280	971	971
5304	372	372
5304	372	409
5304	409	372
5304	372	409
5304	409	374
5304	374	679
5304	679	114
5304	114	114
5315	109	409
5316	311	88
5316	88	690
5316	690	690
5352	109	332
5352	332	690
5352	690	454
5352	454	690
5356	88	330
5356	330	690
5356	690	975
5356	975	395
5356	395	690
5356	690	92
5356	92	690
5366	229	229
5406	109	456
5406	456	371
5441	409	528
5477	409	330
5477	330	690
5479	690	33
5479	33	690
5479	690	690
5479	690	690
5479	690	33
5479	33	690
5479	690	690
5479	690	690
5480	690	975
5480	975	103
5480	103	104
5480	104	104
5480	104	104
5480	104	104
5480	104	109
5488	316	975
5488	975	518
5488	518	395
5517	408	409
5517	409	679
5517	679	409
5595	408	408
5595	408	113
5595	113	111
5739	919	123
5741	971	971
5741	971	919
5791	187	111
5792	409	123
5814	690	690
5814	690	442
5821	690	330
5879	330	330
5887	102	118
5887	118	187
5887	187	111
5887	111	109
5903	123	102
5903	102	325
5903	325	632
5903	632	124
5903	124	325
5904	408	409
5909	409	409
5982	456	921
5982	921	187
5982	187	409
5982	409	408
5982	408	347
6056	975	975
6063	409	409
6063	409	187
6063	187	409
6063	409	409
6114	189	189
6156	104	427
6234	191	395
6234	395	125
6234	125	395
6269	688	409
6269	409	123
6269	123	409
6269	409	518
6269	518	455
6294	325	402
6294	402	690
6369	229	233
6406	690	119
6406	119	690
6406	690	690
6406	690	119
6406	119	409
6406	409	690
6409	435	121
6409	121	347
6409	347	118
6409	118	119
6409	119	119
6446	493	119
6447	88	440
6447	440	117
6452	82	10
6503	395	975
6510	81	690
6563	87	342
6626	975	395
6626	395	690
6626	690	529
6676	33	474
6676	474	690
6676	690	690
6723	529	529
6724	690	33
6724	33	395
6724	395	690
6724	690	680
6732	690	395
6732	395	330
6732	330	690
6732	690	690
6734	690	440
6734	440	119
6734	119	116
6735	690	690
6735	690	402
6736	690	440
6741	690	690
6745	326	453
6839	419	690
6839	690	690
6839	690	130
6839	130	690
6839	690	690
7017	80	119
7331	455	690
7331	690	316
7331	316	681
7331	681	118
7331	118	690
7426	409	409
7435	119	975
7435	975	975
7435	975	395
7435	395	87
7435	87	395
7435	395	395
7473	690	690
7475	690	495
7476	690	409
7481	690	690
7481	690	395
7481	395	395
7532	342	818
7532	818	101
7532	101	971
7532	971	632
7532	632	971
7532	971	344
7532	344	971
7532	971	971
7532	971	119
7582	109	680
7601	123	123
7601	123	102
8111	408	110
8111	110	316
8111	316	316
8111	316	316
8126	109	316
8127	87	402
8227	126	402
8230	120	119
8239	318	689
8242	409	409
8242	409	689
8242	689	528
8242	528	528
8359	228	229
8442	423	423
8452	442	408
8452	408	679
8483	690	688
8548	408	408
8548	408	119
